Datos_Completos
age,gender,Academic_Level,Country,avg_daily_usage_hours,Most_Used_Platform,affects_academic_performance,sleep_hours_per_night, mental_health_score ,relationship_status_single,conflicts_over_social_media,addicted_score
17,Male,Graduate,Mexico,5,twitter,0,9,5,Single,0,6
17,Male,Graduate,Mexico,5,twitter,0,9,5,Single,0,6
17,Male,Graduate,Mexico,5,twitter,0,9,5,Single,0,6
17,Male,Graduate,Mexico,5,twitter,0,9,5,Single,0,6
16,Male,Secondary,Bolivia,9,tiktok,1,8,2,Single,0,12
16,Male,Secondary,Bolivia,9,tiktok,1,8,2,Single,0,12
16,Male,Secondary,Bolivia,9,tiktok,1,8,2,Single,0,12
16,Male,Secondary,Bolivia,9,tiktok,1,8,2,Single,0,12
16,Male,Secondary,Bolivia,9,tiktok,1,8,2,Single,0,12
16,Male,Secondary,Bolivia,9,tiktok,1,8,2,Single,0,12
16,Male,Secondary,Bolivia,9,tiktok,1,8,2,Single,0,12
16,Male,Secondary,Bolivia,9,tiktok,1,8,2,Single,0,12
16,Male,Secondary,Bolivia,9,tiktok,1,8,2,Single,0,12
16,Male,Secondary,Bolivia,9,tiktok,1,8,2,Single,0,12
16,Male,Secondary,Bolivia,9,tiktok,1,8,2,Single,0,12
16,Male,Secondary,Bolivia,10,tiktok,1,8,2,Single,0,14
16,Male,Secondary,Bolivia,10,tiktok,1,8,2,Single,0,14
16,Male,Secondary,Bolivia,10,tiktok,1,8,2,Single,0,14
16,Male,Secondary,Bolivia,10,tiktok,1,8,2,Single,0,14
16,Male,Secondary,Bolivia,10,tiktok,1,8,2,Single,0,14
16,Male,Secondary,Bolivia,10,tiktok,1,8,2,Single,0,14
16,Male,Secondary,Bolivia,10,tiktok,1,8,2,Single,0,14
16,Male,Secondary,Bolivia,10,tiktok,1,8,2,Single,0,14
16,Male,Secondary,Bolivia,10,tiktok,1,8,2,Single,0,14
16,Male,Secondary,Bolivia,10,tiktok,1,8,2,Single,0,14
14,Male,Secondary,Argentina,4,tiktok,0,9,5,Single,3,5
14,Male,Secondary,Argentina,4,tiktok,0,9,5,Single,3,5
14,Male,Secondary,Argentina,4,tiktok,0,9,5,Single,3,5
14,Male,Secondary,Argentina,4,tiktok,0,9,5,Single,3,5
14,Male,Secondary,Argentina,4,tiktok,0,9,5,Single,3,5
14,Male,Secondary,Argentina,4,tiktok,0,9,5,Single,3,5
14,Male,Secondary,Argentina,4,tiktok,0,9,5,Single,3,5
14,Male,Secondary,Argentina,4,tiktok,0,9,5,Single,3,5
14,Male,Secondary,Argentina,4,tiktok,0,9,5,Single,3,5
14,Male,Secondary,Argentina,4,tiktok,0,9,5,Single,0,5
14,Male,Secondary,Argentina,4,tiktok,0,9,5,Single,3,5
100,Male,Graduate,Afghanistan,1,kakaotalk,0,24,6,In a relationship,10,0
100,Male,Graduate,Afghanistan,1,kakaotalk,0,24,6,In a relationship,10,0
100,Male,Graduate,Afghanistan,1,kakaotalk,0,24,6,In a relationship,10,0
100,Male,Graduate,Afghanistan,1,kakaotalk,0,24,6,In a relationship,10,0
100,Male,Graduate,Afghanistan,1,kakaotalk,0,24,6,In a relationship,10,0
100,Male,Graduate,Afghanistan,1,kakaotalk,0,24,6,In a relationship,10,0
100,Male,Graduate,Afghanistan,1,kakaotalk,0,24,6,In a relationship,10,0
100,Male,Graduate,Afghanistan,1,kakaotalk,0,24,6,In a relationship,10,0
100,Male,Graduate,Afghanistan,1,kakaotalk,0,24,6,In a relationship,5,0
100,Male,Graduate,Afghanistan,1,kakaotalk,0,24,6,In a relationship,5,0
100,Male,Graduate,Afghanistan,1,kakaotalk,0,24,6,In a relationship,10,0
100,Male,Graduate,Afghanistan,1,kakaotalk,0,24,6,In a relationship,10,0
100,Male,Graduate,Afghanistan,1,kakaotalk,0,24,6,In a relationship,10,0
100,Male,Graduate,Afghanistan,1,kakaotalk,0,24,6,In a relationship,10,0
100,Male,Graduate,Afghanistan,1,kakaotalk,0,24,6,In a relationship,10,0
100,Male,Graduate,Afghanistan,1,kakaotalk,0,24,6,In a relationship,10,0
100,Male,Graduate,Afghanistan,1,kakaotalk,0,24,6,In a relationship,10,0
100,Male,Graduate,Afghanistan,1,kakaotalk,0,24,6,In a relationship,5,0
100,Male,Graduate,Afghanistan,1,kakaotalk,0,24,6,In a relationship,5,0
100,Male,Graduate,Afghanistan,1,kakaotalk,0,24,6,In a relationship,5,0
100,Male,Graduate,Afghanistan,1,kakaotalk,0,24,6,In a relationship,5,0
100,Male,Graduate,Afghanistan,1,kakaotalk,0,24,6,In a relationship,5,0
100,Male,Graduate,Afghanistan,1,kakaotalk,0,24,6,In a relationship,5,0
100,Male,Graduate,Afghanistan,1,kakaotalk,0,24,6,In a relationship,5,0
100,Male,Graduate,Afghanistan,1,kakaotalk,0,24,6,In a relationship,5,0
100,Male,Graduate,Afghanistan,1,kakaotalk,0,24,6,In a relationship,5,0
100,Male,Graduate,Afghanistan,1,kakaotalk,0,24,6,In a relationship,5,0
100,Male,Graduate,Afghanistan,1,kakaotalk,0,24,6,In a relationship,5,0
100,Male,Graduate,Afghanistan,1,kakaotalk,0,24,6,In a relationship,5,0
100,Male,Graduate,Afghanistan,1,kakaotalk,0,24,6,In a relationship,5,0
19,Male,Secondary,Guatemala,2,tiktok,0,5,7,Single,0,2
19,Male,Secondary,Guatemala,2,tiktok,0,5,7,Single,0,2
19,Male,Secondary,Guatemala,2,tiktok,0,5,7,Single,0,2
19,Male,Secondary,Guatemala,2,tiktok,0,5,7,Single,0,2
19,Male,Secondary,Guatemala,2,tiktok,0,5,7,Single,1,2
19,Male,Secondary,Guatemala,2,tiktok,0,5,7,Single,1,2
19,Male,Secondary,Guatemala,2,tiktok,0,5,7,Single,1,2
19,Male,Secondary,Guatemala,2,tiktok,0,5,7,Single,0,2
19,Male,Secondary,Guatemala,2,tiktok,0,6,7,Single,0,2
100,Female,Graduate,North Korea,24,twitter,1,24,-8,Single,10,33
100,Female,Graduate,North Korea,24,twitter,1,24,-8,Single,10,33
100,Female,Graduate,North Korea,24,twitter,1,24,-8,Single,10,33
100,Female,Graduate,North Korea,24,twitter,1,24,-8,Single,10,33
15,Male,Secondary,Peru,8,tiktok,1,7,3,Single,3,11
15,Male,Secondary,Peru,8,tiktok,1,7,3,Single,3,11
15,Male,Secondary,Peru,8,tiktok,1,7,3,Single,3,11
15,Male,Secondary,Peru,8,tiktok,1,7,3,Single,3,11
15,Male,Secondary,Peru,8,tiktok,1,7,3,Single,3,11
15,Male,Secondary,Peru,8,tiktok,1,7,3,Single,3,11
15,Male,Secondary,Peru,8,tiktok,1,7,3,Single,2,11
15,Male,Secondary,Peru,8,tiktok,1,7,3,Single,2,11
15,Male,Secondary,Peru,8,tiktok,1,7,3,Single,2,11
15,Male,Secondary,Peru,8,tiktok,1,7,3,Single,2,11
15,Male,Secondary,Peru,8,tiktok,1,7,3,Single,2,11
15,Male,Secondary,Peru,8,tiktok,1,7,3,Single,2,11
15,Male,Secondary,Peru,8,tiktok,1,7,3,Single,2,11
15,Male,Secondary,Peru,8,tiktok,1,7,3,Single,2,11
15,Male,Secondary,Peru,8,tiktok,1,7,3,Single,2,11
15,Male,Secondary,Peru,8,tiktok,1,7,3,Single,2,11
15,Male,Secondary,Peru,7,tiktok,1,8,4,Single,2,9
15,Male,Secondary,Peru,7,tiktok,1,8,4,Single,2,9
15,Male,Secondary,Peru,7,tiktok,1,8,4,Single,2,9
15,Male,Secondary,Peru,7,tiktok,1,8,4,Single,2,9
15,Male,Secondary,Peru,7,tiktok,1,8,4,Single,2,9
15,Male,Secondary,Peru,7,tiktok,1,8,4,Single,2,9
15,Male,Secondary,Peru,7,tiktok,1,8,4,Single,2,9
15,Male,Secondary,Peru,7,tiktok,1,8,4,Single,2,9
15,Male,Secondary,Peru,7,tiktok,1,8,4,Single,2,9
15,Male,Secondary,Peru,7,tiktok,1,8,4,Single,2,9
15,Male,Secondary,Peru,7,tiktok,1,8,4,Single,2,9
15,Male,Secondary,Peru,7,tiktok,1,8,4,Single,2,9
15,Male,Secondary,Peru,7,tiktok,1,8,4,Single,1,9
15,Male,Secondary,Peru,7,tiktok,1,8,4,Single,1,9
15,Male,Secondary,Peru,7,tiktok,1,8,4,Single,1,9
15,Male,Secondary,Peru,7,tiktok,1,8,4,Single,2,9
15,Male,Secondary,Peru,7,tiktok,1,8,4,Single,2,9
15,Male,Secondary,Peru,7,tiktok,1,8,4,Single,1,9
15,Male,Secondary,Peru,7,tiktok,1,8,4,Single,1,9
15,Male,Secondary,Peru,7,tiktok,1,8,4,Single,1,9
15,Male,Secondary,Peru,7,tiktok,1,8,4,Single,1,9
14,Male,Secondary,Argentina,15,tiktok,1,8,-1,Single,0,21
14,Male,Secondary,Argentina,15,tiktok,1,8,-1,Single,0,21
14,Male,Secondary,Argentina,15,tiktok,1,8,-1,Single,0,21
14,Male,Secondary,Argentina,15,tiktok,1,8,-1,Single,0,21
14,Male,Secondary,Argentina,15,tiktok,1,8,-1,Single,0,21
14,Male,Secondary,Argentina,15,tiktok,1,8,-1,Single,0,21
14,Male,Secondary,Argentina,15,tiktok,1,8,-1,Single,0,21
14,Male,Secondary,Argentina,15,tiktok,1,8,-1,Single,0,21
14,Male,Secondary,Argentina,15,tiktok,1,8,-1,Single,0,21
14,Male,Secondary,Argentina,15,tiktok,1,8,-1,Single,0,21
14,Male,Secondary,Argentina,15,tiktok,1,8,-1,Single,0,21
14,Male,Secondary,Argentina,15,tiktok,1,8,-1,Single,0,21
14,Male,Secondary,Argentina,15,tiktok,1,8,-1,Single,0,21
14,Male,Secondary,Argentina,15,tiktok,1,8,-1,Single,0,21
14,Male,Secondary,Argentina,15,tiktok,1,8,-1,Single,0,21
14,Male,Secondary,Argentina,15,tiktok,1,8,-1,Single,0,21
14,Male,Secondary,Argentina,15,tiktok,1,8,-1,Single,0,21
15,Male,Graduate,Venezuela,11,tiktok,1,8,1,Single,3,15
15,Male,Graduate,Venezuela,11,tiktok,1,8,1,Single,1,15
15,Male,Graduate,Venezuela,11,tiktok,1,8,1,Single,1,15
15,Male,Graduate,Venezuela,11,tiktok,1,8,1,Single,0,15
15,Male,Graduate,Venezuela,11,tiktok,1,8,1,Single,3,15
15,Male,Graduate,Venezuela,11,tiktok,1,8,1,Single,1,15
15,Male,Graduate,Venezuela,11,tiktok,1,8,1,Single,3,15
15,Male,Graduate,Venezuela,11,tiktok,1,8,1,Single,5,15
15,Male,Graduate,Venezuela,11,tiktok,1,8,1,Single,1,15
15,Male,Graduate,Venezuela,11,tiktok,1,8,1,Single,3,15
15,Male,Graduate,Venezuela,11,tiktok,1,8,1,Single,3,15
15,Male,Graduate,Venezuela,11,tiktok,1,8,1,Single,0,15
15,Male,Graduate,Venezuela,11,tiktok,1,8,1,Single,1,15
15,Male,Graduate,Venezuela,11,tiktok,1,8,1,Single,3,15
15,Male,Graduate,Venezuela,11,tiktok,1,8,1,Single,1,15
15,Male,Graduate,Venezuela,11,tiktok,1,8,1,Single,3,15
15,Male,Graduate,Venezuela,11,tiktok,1,8,1,Single,0,15
15,Male,Graduate,Venezuela,11,tiktok,1,8,1,Single,1,15
15,Male,Graduate,Venezuela,11,tiktok,1,8,1,Single,3,15
15,Male,Secondary,Venezuela,24,tiktok,1,12,-7,Single,0,33
15,Male,Secondary,Venezuela,24,tiktok,1,12,-7,Single,0,33
15,Male,Secondary,Venezuela,24,tiktok,1,12,-7,Single,0,33
15,Male,Secondary,Venezuela,24,tiktok,1,12,-7,Single,0,33
15,Male,Secondary,Venezuela,24,tiktok,1,12,-7,Single,0,33
15,Male,Secondary,Venezuela,24,tiktok,1,12,-7,Single,0,33
15,Male,Secondary,Venezuela,24,tiktok,1,12,-7,Single,1,33
15,Male,Secondary,Venezuela,24,tiktok,1,12,-7,Single,1,33
15,Male,Secondary,Venezuela,24,tiktok,1,12,-7,Single,1,33
15,Male,Secondary,Venezuela,24,tiktok,1,12,-7,Single,1,33
15,Male,Secondary,Venezuela,24,tiktok,1,12,-7,Single,1,33
15,Male,Secondary,Venezuela,24,tiktok,1,12,-7,Single,1,33
15,Male,Secondary,Venezuela,24,tiktok,1,12,-7,Single,1,33
15,Male,Secondary,Venezuela,24,tiktok,1,12,-7,Single,1,33
15,Male,Secondary,Venezuela,24,tiktok,1,12,-7,Single,1,33
15,Male,Secondary,Venezuela,24,tiktok,1,12,-7,Single,1,33
15,Male,Secondary,Venezuela,24,tiktok,1,12,-7,Single,1,33
15,Male,Secondary,Venezuela,24,tiktok,1,12,-7,Single,1,33
16,Male,Secondary,Colombia,4,tiktok,0,9,5,Single,0,5
16,Male,Secondary,Colombia,4,tiktok,0,9,5,Single,0,5
16,Male,Secondary,Colombia,4,tiktok,0,9,5,Single,0,5
16,Male,Secondary,Colombia,4,tiktok,0,9,5,Single,0,5
16,Male,Secondary,Colombia,4,tiktok,0,9,5,Single,0,5
16,Male,Secondary,Colombia,4,tiktok,0,9,5,Single,0,5
16,Male,Secondary,Colombia,4,tiktok,0,9,5,Single,0,5
16,Male,Secondary,Colombia,4,tiktok,0,9,5,Single,0,5
16,Male,Secondary,Colombia,4,tiktok,0,9,5,Single,0,5
16,Male,Secondary,Colombia,4,tiktok,0,9,5,Single,0,5
20,Male,Graduate,Mexico,3,tiktok,0,6,6,Single,1,3
20,Male,Graduate,Mexico,3,tiktok,0,6,6,Single,1,3
20,Male,Graduate,Mexico,3,tiktok,0,6,6,Single,1,3
20,Male,Graduate,Mexico,3,tiktok,0,6,6,Single,1,3
33,Male,Graduate,Mexico,4,tiktok,0,5,5,In a relationship,0,5
33,Male,Graduate,Mexico,4,tiktok,0,5,5,In a relationship,7,5
33,Male,Graduate,Mexico,4,tiktok,0,5,5,In a relationship,1,5
33,Male,Graduate,Mexico,4,tiktok,0,5,5,In a relationship,1,5
33,Male,Graduate,Mexico,4,tiktok,0,5,5,In a relationship,0,5
33,Male,Graduate,Mexico,4,tiktok,0,5,5,In a relationship,0,5
33,Male,Graduate,Mexico,4,tiktok,0,5,5,In a relationship,1,5
33,Male,Graduate,Mexico,4,tiktok,0,5,5,In a relationship,1,5
33,Male,Graduate,Mexico,4,tiktok,0,5,5,In a relationship,0,5
33,Male,Graduate,Mexico,4,tiktok,0,5,5,In a relationship,1,5
33,Male,Graduate,Mexico,4,tiktok,0,5,5,In a relationship,1,5
33,Male,Graduate,Mexico,4,tiktok,0,5,5,In a relationship,1,5
33,Male,Graduate,Mexico,4,tiktok,0,5,5,In a relationship,1,5
33,Male,Graduate,Mexico,4,tiktok,0,5,5,In a relationship,1,5
33,Male,Graduate,Mexico,4,tiktok,0,5,5,In a relationship,1,5
33,Male,Graduate,Mexico,4,tiktok,0,5,5,In a relationship,0,5
33,Male,Graduate,Mexico,4,tiktok,0,5,5,In a relationship,1,5
33,Male,Graduate,Mexico,4,tiktok,0,5,5,In a relationship,1,5
33,Male,Graduate,Mexico,4,tiktok,0,5,5,In a relationship,0,5
33,Male,Graduate,Mexico,4,tiktok,0,5,5,In a relationship,0,5
33,Male,Graduate,Mexico,4,tiktok,0,5,5,In a relationship,1,5
33,Male,Graduate,Mexico,4,tiktok,0,5,5,In a relationship,1,5
33,Male,Graduate,Mexico,4,tiktok,0,5,5,In a relationship,1,5
33,Male,Graduate,Mexico,4,tiktok,0,5,5,In a relationship,1,5
33,Male,Graduate,Mexico,4,tiktok,0,5,5,In a relationship,1,5
33,Male,Graduate,Mexico,4,tiktok,0,5,5,In a relationship,1,5
33,Male,Graduate,Mexico,4,tiktok,0,5,5,In a relationship,1,5
33,Male,Graduate,Mexico,4,tiktok,0,5,5,In a relationship,1,5
33,Male,Graduate,Mexico,4,tiktok,0,5,5,In a relationship,1,5
33,Male,Graduate,Mexico,4,tiktok,0,5,5,In a relationship,1,5
15,Male,Graduate,Colombia,6,tiktok,1,8,4,Single,1,8
15,Male,Graduate,Colombia,6,tiktok,1,8,4,Single,0,8
15,Male,Graduate,Colombia,6,tiktok,1,8,4,Single,0,8
15,Male,Graduate,Colombia,6,tiktok,1,8,4,Single,0,8
15,Male,Graduate,Colombia,6,tiktok,1,8,4,Single,0,8
15,Male,Graduate,Colombia,6,tiktok,1,8,4,Single,0,8
15,Male,Graduate,Colombia,6,tiktok,1,8,4,Single,0,8
15,Male,Graduate,Colombia,6,tiktok,1,8,4,Single,0,8
15,Male,Graduate,Colombia,6,tiktok,1,8,4,Single,1,8
15,Male,Graduate,Colombia,6,tiktok,1,8,4,Single,0,8
15,Male,Graduate,Colombia,6,tiktok,1,8,4,Single,0,8
15,Male,Graduate,Colombia,6,tiktok,1,8,4,Single,2,8
15,Male,Graduate,Colombia,6,tiktok,1,8,4,Single,2,8
15,Male,Graduate,Colombia,6,tiktok,1,8,4,Single,6,8
15,Male,Graduate,Colombia,6,tiktok,1,8,4,Single,1,8
14,Male,Secondary,Colombia,2,tiktok,0,10,6,Complicado,2,2
14,Male,Secondary,Colombia,2,tiktok,0,10,6,Complicado,2,2
14,Male,Secondary,Colombia,2,tiktok,0,10,6,Complicado,2,2
14,Male,Secondary,Colombia,2,tiktok,0,10,6,Complicado,2,2
14,Male,Secondary,Colombia,2,tiktok,0,10,6,Complicado,2,2
14,Male,Secondary,Colombia,2,tiktok,0,10,6,Complicado,2,2
14,Male,Secondary,Colombia,2,tiktok,0,10,6,Complicado,2,2
14,Male,Secondary,Colombia,2,tiktok,0,10,6,Complicado,2,2
14,Male,Secondary,Colombia,2,tiktok,0,10,6,Complicado,2,2
14,Male,Secondary,Colombia,2,tiktok,0,10,6,Complicado,2,2
14,Male,Secondary,Colombia,2,tiktok,0,10,6,Complicado,2,2
14,Male,Secondary,Colombia,2,tiktok,0,10,6,Complicado,2,2
14,Male,Secondary,Argentina,13,tiktok,1,8,0,Single,0,17
14,Male,Secondary,Argentina,13,tiktok,1,8,0,Single,0,17
14,Male,Secondary,Chile,10,tiktok,1,10,1,Single,10,13
14,Male,Secondary,Chile,10,tiktok,1,10,1,Single,10,13
14,Male,Secondary,Chile,10,tiktok,1,10,1,Single,10,13
15,Male,Graduate,Argentina,4,instagram,0,8,5,Single,2,5
15,Male,Graduate,Argentina,4,instagram,0,8,5,Single,2,5
15,Male,Graduate,Argentina,4,instagram,0,8,5,Single,2,5
15,Male,Graduate,Argentina,4,instagram,0,8,5,Single,2,5
15,Male,Graduate,Argentina,4,instagram,0,8,5,Single,2,5
15,Male,Graduate,Argentina,4,instagram,0,8,5,Single,2,5
15,Male,Graduate,Argentina,4,instagram,0,8,5,Single,2,5
15,Male,Graduate,Argentina,4,instagram,0,8,5,Single,2,5
15,Male,Graduate,Argentina,4,instagram,0,8,5,Single,2,5
15,Male,Graduate,Argentina,4,instagram,0,8,5,Single,2,5
15,Male,Graduate,Argentina,4,instagram,0,8,5,Single,2,5
15,Male,Graduate,Argentina,4,instagram,0,8,5,Single,2,5
15,Male,Graduate,Argentina,4,instagram,0,8,5,Single,2,5
15,Male,Graduate,Argentina,4,instagram,0,8,5,Single,2,5
15,Male,Graduate,Argentina,4,instagram,0,8,5,Single,2,5
15,Male,Graduate,Argentina,4,instagram,0,8,5,Single,2,5
15,Male,Graduate,Argentina,4,instagram,0,8,5,Single,2,5
15,Male,Graduate,Argentina,4,instagram,0,8,5,Single,2,5
15,Male,Graduate,Argentina,4,instagram,0,8,5,Single,2,5
15,Male,Graduate,Argentina,4,instagram,0,8,5,Single,2,5
14,Male,Secondary,Mexico,10,instagram,1,8,1,In a relationship,0,13
14,Male,Secondary,Mexico,10,instagram,1,8,1,In a relationship,1,13
14,Male,Secondary,Mexico,10,instagram,1,8,1,In a relationship,1,13
14,Male,Secondary,Mexico,10,instagram,1,8,1,In a relationship,1,13
14,Male,Secondary,Mexico,10,instagram,1,8,1,In a relationship,1,13
14,Male,Secondary,Mexico,10,instagram,1,8,1,In a relationship,1,13
14,Male,Secondary,Mexico,10,instagram,1,8,1,In a relationship,1,13
14,Male,Secondary,Mexico,10,instagram,1,8,1,In a relationship,1,13
14,Male,Secondary,Mexico,10,instagram,1,8,1,In a relationship,1,13
14,Male,Secondary,Mexico,10,instagram,1,8,1,In a relationship,10,13
14,Male,Secondary,Mexico,10,instagram,1,8,1,In a relationship,10,13
14,Male,Secondary,Mexico,10,instagram,1,8,1,In a relationship,10,13
14,Male,Secondary,Mexico,10,instagram,1,8,1,In a relationship,0,13
14,Male,Secondary,Mexico,10,instagram,1,8,1,In a relationship,0,13
14,Male,Secondary,Mexico,10,instagram,1,8,1,In a relationship,0,13
14,Male,Secondary,Mexico,10,instagram,1,8,1,In a relationship,0,13
14,Male,Secondary,Mexico,10,instagram,1,8,1,In a relationship,0,13
14,Male,Secondary,Mexico,10,instagram,1,8,1,In a relationship,1,13
14,Male,Secondary,Mexico,10,instagram,1,8,1,In a relationship,0,13
14,Male,Secondary,Mexico,10,instagram,1,8,1,In a relationship,9,13
20,Female,Graduate,Mexico,14,tiktok,1,6,0,Complicado,2,19
20,Female,Graduate,Mexico,14,tiktok,1,6,0,Complicado,2,19
20,Female,Graduate,Mexico,14,tiktok,1,6,0,Complicado,2,19
20,Female,Graduate,Mexico,14,tiktok,1,6,0,Complicado,2,19
20,Female,Graduate,Mexico,14,tiktok,1,6,0,Complicado,2,19
14,Male,Secondary,Mexico,10,instagram,1,8,1,In a relationship,1,13
14,Male,Secondary,Mexico,10,instagram,1,8,1,In a relationship,1,13
20,Male,Graduate,Mexico,4,instagram,0,7,5,In a relationship,0,5
20,Male,Graduate,Mexico,4,instagram,0,7,5,In a relationship,0,5
21,Male,Graduate,Mexico,3,tiktok,0,7,6,In a relationship,0,3
21,Male,Graduate,Mexico,3,tiktok,0,7,6,In a relationship,0,3
21,Male,Graduate,Mexico,3,tiktok,0,7,6,In a relationship,0,3
21,Male,Graduate,Mexico,3,tiktok,0,7,6,In a relationship,0,3
21,Male,Graduate,Mexico,3,tiktok,0,7,6,In a relationship,0,3
21,Male,Graduate,Mexico,3,tiktok,0,7,6,In a relationship,0,3
21,Male,Graduate,Mexico,3,tiktok,0,7,6,In a relationship,0,3
100,Female,Graduate,Belize,24,youtube,1,24,-7,In a relationship,1,32
24,Male,Secondary,Argentina,13,tiktok,1,10,0,Single,5,17
24,Male,Secondary,Argentina,13,tiktok,1,10,0,Single,0,17
24,Male,Secondary,Argentina,13,tiktok,1,10,0,Single,5,17
24,Male,Secondary,Argentina,13,tiktok,1,10,0,Single,5,17
24,Male,Secondary,Argentina,13,tiktok,1,10,0,Single,5,17
24,Male,Secondary,Argentina,13,tiktok,1,10,0,Single,5,17
24,Male,Secondary,Argentina,13,tiktok,1,10,0,Single,5,17
20,Male,Graduate,Mexico,13,TikTok,0,8,0,Single,0,2
22,Female,Graduate,Mexico,7,Twitter,1,7,0,Single,2,8
25,Female,Graduate,Mexico,6,Facebook,0,8,0,In a relationship,0,5
22,Female,Graduate,Mexico,6,TikTok,1,6,0,In a relationship,1,9
21,Female,Graduate,Mexico,14,Twitter,0,8,0,Complicado,1,2
23,Male,Graduate,Mexico,9,TikTok,0,7,0,In a relationship,0,8
22,Male,Graduate,Mexico,4,Facebook,0,8,0,In a relationship,0,4
22,Male,Graduate,Mexico,18,Twitter,0,3,0,In a relationship,1,1
20,Female,Graduate,Mexico,8,Instagram,1,8,0,Single,0,8
24,Female,Graduate,Mexico,4,Twitter,0,6,0,Single,0,4
21,Female,Graduate,Mexico,8,TikTok,0,6,0,In a relationship,1,7
22,Male,Graduate,Mexico,6,TikTok,1,6,0,Single,1,9
20,Male,Graduate,Mexico,8,Instagram,1,8,0,Single,1,6
23,Male,Graduate,Mexico,6,TikTok,0,7,0,In a relationship,0,6
21,Male,Graduate,Mexico,3,Facebook,0,8,0,Single,0,2
21,Male,Graduate,Mexico,20,Instagram,0,8,0,Single,0,5
21,Male,Graduate,Mexico,17,Snapchat,0,8,0,Complicado,1,4
25,Male,Graduate,Mexico,19,Instagram,0,6,0,In a relationship,0,5
22,Female,Graduate,Mexico,18,Facebook,0,8,0,In a relationship,1,8
21,Male,Graduate,Mexico,19,TikTok,0,6,0,Single,2,5
23,Male,Graduate,Mexico,20,Instagram,0,4,0,In a relationship,1,6
18,Male,Graduate,Mexico,10,TikTok,0,8,0,Complicado,2,8
22,Female,Graduate,Mexico,5,Otra,1,6,0,In a relationship,1,5
21,Male,Graduate,Mexico,4,TikTok,0,8,0,Single,0,5
19,Female,Graduate,Mexico,8,TikTok,0,6,0,Single,0,7
19,Female,Graduate,Mexico,8,TikTok,0,6,0,Single,0,7
24,Female,Graduate,Mexico,1,TikTok,0,8,0,In a relationship,0,3
31,Female,Graduate,Mexico,3,Twitter,0,8,0,In a relationship,0,4
22,Male,Graduate,Mexico,6,Instagram,1,6,0,Single,0,8
23,Male,Graduate,Mexico,5,Instagram,1,7,0,In a relationship,2,7
22,Female,Graduate,Mexico,10,TikTok,0,5,0,Single,0,9
23,Female,Graduate,Mexico,5,Twitter,0,7,0,Complicado,4,8
19,Female,Graduate,Mexico,8,Twitter,0,4,0,In a relationship,1,9
24,Female,Graduate,Mexico,7,Twitter,0,7,0,Complicado,4,8
22,Male,Graduate,Mexico,4,TikTok,1,6,0,Complicado,3,4
21,Female,Graduate,Mexico,3,Instagram,0,7,0,Single,1,5
20,Female,Graduate,Mexico,8,Snapchat,1,9,0,In a relationship,0,7
19,Female,Graduate,Mexico,6,TikTok,0,7,0,Single,0,7
24,Male,Graduate,Mexico,5,Instagram,1,6,0,Single,1,8
25,Male,Graduate,Mexico,6,Facebook,0,8,0,In a relationship,1,8
20,Female,Graduate,Mexico,7,TikTok,1,5,0,Single,0,10
22,Female,Graduate,Mexico,15,Instagram,0,8,0,Complicado,2,5
25,Female,Graduate,Mexico,4,Facebook,0,6,0,Single,0,6
23,Female,Graduate,Mexico,5,Instagram,0,4,0,In a relationship,0,7
23,Male,Graduate,Mexico,4,TikTok,1,8,0,Single,0,5
22,Male,Graduate,Mexico,5,Otra,0,8,0,In a relationship,0,4
20,Male,Graduate,Mexico,10,TikTok,1,2,0,Single,4,10
21,Female,Graduate,Mexico,4,TikTok,0,7,0,Single,1,4
18,Female,Graduate,Mexico,2,Twitter,0,8,0,Single,0,3
22,Female,Graduate,Mexico,16,TikTok,0,8,0,In a relationship,1,5
21,Male,Graduate,Mexico,8,Facebook,0,5,0,In a relationship,0,3
22,Male,Graduate,Mexico,4,TikTok,1,7,0,In a relationship,2,6
21,Male,Graduate,Mexico,5,TikTok,0,6,0,Single,1,4
21,Male,Graduate,Mexico,15,Instagram,1,8,0,Single,0,5
23,Male,Graduate,Mexico,4,TikTok,0,8,0,Single,0,5
22,Male,Graduate,Mexico,5,TikTok,1,6,0,Single,0,10000
22,Male,Graduate,Mexico,6,Instagram,1,5,0,In a relationship,3,9
22,Female,Graduate,Mexico,4,TikTok,1,6,0,Single,0,8
19,Male,Graduate,Mexico,3,TikTok,1,7,0,Single,1,4
22,Male,Graduate,Mexico,7,Snapchat,0,9,0,Complicado,1,6
33,Male,Graduate,Mexico,4,Facebook,0,7,0,In a relationship,1,3
21,Female,Graduate,Mexico,4,TikTok,0,8,0,Single,0,8
24,Male,Graduate,Mexico,6,Facebook,1,3,0,Single,2,8
23,Female,Graduate,Mexico,5,Instagram,1,8,0,In a relationship,2,8
22,Female,Graduate,Mexico,6,Instagram,1,8,0,Complicado,1,7
22,Female,Graduate,Mexico,8,Otra,1,8,0,Single,0,7
21,Female,Graduate,Mexico,7,Twitter,0,9,0,Single,0,5
21,Male,Graduate,Mexico,10,Instagram,1,7,0,In a relationship,2,9
22,Male,Graduate,Mexico,7,TikTok,1,6,0,Single,1,9
21,Female,Graduate,Mexico,7,Instagram,0,6,0,In a relationship,0,6
24,Female,Graduate,Mexico,5,Instagram,1,6,0,Single,1,6
